GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,NAME_E,AL5ME001,AL5ME002,AL5ME003,AMEME001,NAME_M,AL5MM001,AL5MM002,AL5MM003,AMEMM001
"G2900210","2015-2019","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29021",,"Buchanan County, Missouri",88460,84903,3557,0.4453,"Buchanan County, Missouri",0,553,553,0.0124
"G2900230","2015-2019","MO",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29023",,"Butler County, Missouri",42656,42089,567,0.4710,"Butler County, Missouri",0,210,210,0.0225
"G2900250","2015-2019","MO",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29025",,"Caldwell County, Missouri",9039,8935,104,0.4022,"Caldwell County, Missouri",0,73,73,0.0217
"G2900270","2015-2019","MO",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29027",,"Callaway County, Missouri",44889,44141,748,0.4022,"Callaway County, Missouri",0,205,205,0.0156
"G2900290","2015-2019","MO",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29029",,"Camden County, Missouri",45466,44526,940,0.4508,"Camden County, Missouri",0,283,283,0.0176
"G2900310","2015-2019","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29031",,"Cape Girardeau County, Missouri",78491,76287,2204,0.4609,"Cape Girardeau County, Missouri",0,297,297,0.0225
"G2900330","2015-2019","MO",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29033",,"Carroll County, Missouri",8781,8633,148,0.4344,"Carroll County, Missouri",0,81,81,0.0225
"G2900350","2015-2019","MO",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29035",,"Carter County, Missouri",6147,6135,12,0.4341,"Carter County, Missouri",0,17,17,0.0327
"G2900370","2015-2019","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29037",,"Cass County, Missouri",103597,101504,2093,0.3964,"Cass County, Missouri",0,364,364,0.0076
"G2900390","2015-2019","MO",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29039",,"Cedar County, Missouri",14043,13849,194,0.4477,"Cedar County, Missouri",0,123,123,0.0426
"G2900410","2015-2019","MO",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29041",,"Chariton County, Missouri",7483,7447,36,0.4398,"Chariton County, Missouri",0,25,25,0.0205
"G2900430","2015-2019","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29043",,"Christian County, Missouri",85658,83917,1741,0.4107,"Christian County, Missouri",0,298,298,0.0125
"G2900450","2015-2019","MO",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29045",,"Clark County, Missouri",6779,6693,86,0.4638,"Clark County, Missouri",0,68,68,0.0472
"G2900470","2015-2019","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29047",,"Clay County, Missouri",242516,230143,12373,0.4128,"Clay County, Missouri",0,1062,1062,0.0119
"G2900490","2015-2019","MO",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29049",,"Clinton County, Missouri",20500,20208,292,0.3673,"Clinton County, Missouri",0,89,89,0.0149
"G2900510","2015-2019","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29051",,"Cole County, Missouri",76723,74215,2508,0.4155,"Cole County, Missouri",0,533,533,0.0149
"G2900530","2015-2019","MO",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29053",,"Cooper County, Missouri",17660,17483,177,0.4057,"Cooper County, Missouri",0,75,75,0.0196
"G2900550","2015-2019","MO",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29055",,"Crawford County, Missouri",24154,23903,251,0.4370,"Crawford County, Missouri",0,107,107,0.0255
"G2900570","2015-2019","MO",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29057",,"Dade County, Missouri",7578,7465,113,0.4420,"Dade County, Missouri",0,50,50,0.0354
"G2900590","2015-2019","MO",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29059",,"Dallas County, Missouri",16617,16356,261,0.4724,"Dallas County, Missouri",0,151,151,0.0510
"G2900610","2015-2019","MO",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29061",,"Daviess County, Missouri",8295,8236,59,0.4299,"Daviess County, Missouri",0,33,33,0.0252
"G2900630","2015-2019","MO",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29063",,"DeKalb County, Missouri",12526,12412,114,0.3919,"DeKalb County, Missouri",0,71,71,0.0222
"G2900650","2015-2019","MO",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29065",,"Dent County, Missouri",15545,15395,150,0.4537,"Dent County, Missouri",0,88,88,0.0339
"G2900670","2015-2019","MO",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29067",,"Douglas County, Missouri",13306,13206,100,0.4621,"Douglas County, Missouri",0,71,71,0.0339
"G2900690","2015-2019","MO",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29069",,"Dunklin County, Missouri",30027,29092,935,0.5018,"Dunklin County, Missouri",0,142,142,0.0251
"G2900710","2015-2019","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29071",,"Franklin County, Missouri",103191,101790,1401,0.4311,"Franklin County, Missouri",0,277,277,0.0155
"G2900730","2015-2019","MO",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29073",,"Gasconade County, Missouri",14711,14571,140,0.4253,"Gasconade County, Missouri",0,72,72,0.0402
"G2900750","2015-2019","MO",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29075",,"Gentry County, Missouri",6616,6544,72,0.4356,"Gentry County, Missouri",0,42,42,0.0339
"G2900770","2015-2019","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29077",,"Greene County, Missouri",289756,280990,8766,0.4692,"Greene County, Missouri",0,776,776,0.0092
"G2900790","2015-2019","MO",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29079",,"Grundy County, Missouri",9992,9722,270,0.4293,"Grundy County, Missouri",0,81,81,0.0222
"G2900810","2015-2019","MO",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29081",,"Harrison County, Missouri",8491,8362,129,0.4010,"Harrison County, Missouri",0,68,68,0.0177
"G2900830","2015-2019","MO",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29083",,"Henry County, Missouri",21735,21367,368,0.4699,"Henry County, Missouri",0,132,132,0.0292
"G2900850","2015-2019","MO",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29085",,"Hickory County, Missouri",9404,9337,67,0.4235,"Hickory County, Missouri",0,53,53,0.0222
"G2900870","2015-2019","MO",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29087",,"Holt County, Missouri",4432,4405,27,0.4105,"Holt County, Missouri",0,22,22,0.0233
"G2900890","2015-2019","MO",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29089",,"Howard County, Missouri",10058,9984,74,0.4005,"Howard County, Missouri",0,39,39,0.0227
"G2900910","2015-2019","MO",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29091",,"Howell County, Missouri",40104,39642,462,0.4617,"Howell County, Missouri",0,198,198,0.0189
"G2900930","2015-2019","MO",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29093",,"Iron County, Missouri",10164,10051,113,0.4517,"Iron County, Missouri",0,62,62,0.0262
"G2900950","2015-2019","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29095",,"Jackson County, Missouri",696216,654476,41740,0.4627,"Jackson County, Missouri",0,1861,1861,0.0054
"G2900970","2015-2019","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29097",,"Jasper County, Missouri",119920,114637,5283,0.4367,"Jasper County, Missouri",0,451,451,0.0150
"G2900990","2015-2019","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29099",,"Jefferson County, Missouri",223951,219638,4313,0.3916,"Jefferson County, Missouri",0,513,513,0.0085
"G2901010","2015-2019","MO",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29101",,"Johnson County, Missouri",53682,52139,1543,0.3975,"Johnson County, Missouri",0,350,350,0.0164
"G2901030","2015-2019","MO",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29103",,"Knox County, Missouri",3947,3913,34,0.4846,"Knox County, Missouri",0,25,25,0.0841
"G2901050","2015-2019","MO",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29105",,"Laclede County, Missouri",35531,35176,355,0.4158,"Laclede County, Missouri",0,114,114,0.0247
"G2901070","2015-2019","MO",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29107",,"Lafayette County, Missouri",32597,32156,441,0.4204,"Lafayette County, Missouri",0,106,106,0.0197
"G2901090","2015-2019","MO",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29109",,"Lawrence County, Missouri",38204,37027,1177,0.4340,"Lawrence County, Missouri",0,165,165,0.0165
"G2901110","2015-2019","MO",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29111",,"Lewis County, Missouri",9955,9877,78,0.4290,"Lewis County, Missouri",0,51,51,0.0291
"G2901130","2015-2019","MO",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29113",,"Lincoln County, Missouri",56477,55788,689,0.4017,"Lincoln County, Missouri",0,163,163,0.0152
"G2901150","2015-2019","MO",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29115",,"Linn County, Missouri",12113,11998,115,0.4238,"Linn County, Missouri",0,52,52,0.0271
"G2901170","2015-2019","MO",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29117",,"Livingston County, Missouri",15126,15013,113,0.4284,"Livingston County, Missouri",0,35,35,0.0204
"G2901190","2015-2019","MO",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29119",,"McDonald County, Missouri",22782,20990,1792,0.4233,"McDonald County, Missouri",0,200,200,0.0220
"G2901210","2015-2019","MO",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29121",,"Macon County, Missouri",15199,15050,149,0.3976,"Macon County, Missouri",0,54,54,0.0157
"G2901230","2015-2019","MO",,,"Missouri","29","Madison County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29123",,"Madison County, Missouri",12179,12029,150,0.4537,"Madison County, Missouri",0,71,71,0.0309
"G2901250","2015-2019","MO",,,"Missouri","29","Maries County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29125",,"Maries County, Missouri",8803,8664,139,0.4424,"Maries County, Missouri",0,95,95,0.0336
"G2901270","2015-2019","MO",,,"Missouri","29","Marion County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29127",,"Marion County, Missouri",28608,28368,240,0.4421,"Marion County, Missouri",0,59,59,0.0297
"G2901290","2015-2019","MO",,,"Missouri","29","Mercer County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29129",,"Mercer County, Missouri",3644,3560,84,0.4129,"Mercer County, Missouri",0,44,44,0.0277
"G2901310","2015-2019","MO",,,"Missouri","29","Miller County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29131",,"Miller County, Missouri",25201,24921,280,0.4483,"Miller County, Missouri",0,126,126,0.0287
"G2901330","2015-2019","MO",,,"Missouri","29","Mississippi County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29133",,"Mississippi County, Missouri",13574,13427,147,0.4894,"Mississippi County, Missouri",0,81,81,0.0324
"G2901350","2015-2019","MO",,,"Missouri","29","Moniteau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29135",,"Moniteau County, Missouri",16046,15901,145,0.4045,"Moniteau County, Missouri",0,75,75,0.0238
"G2901370","2015-2019","MO",,,"Missouri","29","Monroe County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29137",,"Monroe County, Missouri",8629,8578,51,0.4071,"Monroe County, Missouri",0,24,24,0.0466
"G2901390","2015-2019","MO",,,"Missouri","29","Montgomery County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29139",,"Montgomery County, Missouri",11487,11380,107,0.4116,"Montgomery County, Missouri",0,47,47,0.0213
"G2901410","2015-2019","MO",,,"Missouri","29","Morgan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29141",,"Morgan County, Missouri",20271,20152,119,0.4672,"Morgan County, Missouri",0,73,73,0.0420
"G2901430","2015-2019","MO",,,"Missouri","29","New Madrid County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29143",,"New Madrid County, Missouri",17560,17460,100,0.4366,"New Madrid County, Missouri",0,50,50,0.0169
"G2901450","2015-2019","MO",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29145",,"Newton County, Missouri",58180,56291,1889,0.4716,"Newton County, Missouri",0,280,280,0.0258
"G2901470","2015-2019","MO",,,"Missouri","29","Nodaway County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29147",,"Nodaway County, Missouri",22359,21825,534,0.4518,"Nodaway County, Missouri",0,145,145,0.0234
"G2901490","2015-2019","MO",,,"Missouri","29","Oregon County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29149",,"Oregon County, Missouri",10647,10555,92,0.4471,"Oregon County, Missouri",0,75,75,0.0254
"G2901510","2015-2019","MO",,,"Missouri","29","Osage County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29151",,"Osage County, Missouri",13615,13600,15,0.4030,"Osage County, Missouri",0,15,15,0.0378
"G2901530","2015-2019","MO",,,"Missouri","29","Ozark County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29153",,"Ozark County, Missouri",9207,9128,79,0.4531,"Ozark County, Missouri",0,57,57,0.0296
"G2901550","2015-2019","MO",,,"Missouri","29","Pemiscot County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29155",,"Pemiscot County, Missouri",16663,16512,151,0.4900,"Pemiscot County, Missouri",0,73,73,0.0270
"G2901570","2015-2019","MO",,,"Missouri","29","Perry County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29157",,"Perry County, Missouri",19191,18908,283,0.3927,"Perry County, Missouri",0,102,102,0.0194
"G2901590","2015-2019","MO",,,"Missouri","29","Pettis County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29159",,"Pettis County, Missouri",42355,39427,2928,0.4306,"Pettis County, Missouri",0,355,355,0.0140
"G2901610","2015-2019","MO",,,"Missouri","29","Phelps County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29161",,"Phelps County, Missouri",44630,42245,2385,0.4848,"Phelps County, Missouri",0,312,312,0.0223
"G2901630","2015-2019","MO",,,"Missouri","29","Pike County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29163",,"Pike County, Missouri",18455,18355,100,0.4326,"Pike County, Missouri",0,44,44,0.0268
"G2901650","2015-2019","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29165",,"Platte County, Missouri",100682,95133,5549,0.4261,"Platte County, Missouri",0,716,716,0.0125
"G2901670","2015-2019","MO",,,"Missouri","29","Polk County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29167",,"Polk County, Missouri",31748,31413,335,0.4360,"Polk County, Missouri",0,154,154,0.0206
"G2901690","2015-2019","MO",,,"Missouri","29","Pulaski County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29169",,"Pulaski County, Missouri",52425,49162,3263,0.3882,"Pulaski County, Missouri",0,451,451,0.0190
"G2901710","2015-2019","MO",,,"Missouri","29","Putnam County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29171",,"Putnam County, Missouri",4781,4750,31,0.4435,"Putnam County, Missouri",0,29,29,0.0603
"G2901730","2015-2019","MO",,,"Missouri","29","Ralls County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29173",,"Ralls County, Missouri",10234,10153,81,0.4127,"Ralls County, Missouri",0,39,39,0.0425
"G2901750","2015-2019","MO",,,"Missouri","29","Randolph County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29175",,"Randolph County, Missouri",24878,24546,332,0.4139,"Randolph County, Missouri",0,121,121,0.0163
"G2901770","2015-2019","MO",,,"Missouri","29","Ray County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29177",,"Ray County, Missouri",22875,22701,174,0.4005,"Ray County, Missouri",0,82,82,0.0226
"G2901790","2015-2019","MO",,,"Missouri","29","Reynolds County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29179",,"Reynolds County, Missouri",6290,6264,26,0.4368,"Reynolds County, Missouri",0,26,26,0.0312
"G2901810","2015-2019","MO",,,"Missouri","29","Ripley County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29181",,"Ripley County, Missouri",13567,13466,101,0.4357,"Ripley County, Missouri",0,68,68,0.0287
"G2901830","2015-2019","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29183",,"St. Charles County, Missouri",394290,378333,15957,0.3962,"St. Charles County, Missouri",0,931,931,0.0059
"G2901850","2015-2019","MO",,,"Missouri","29","St. Clair County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29185",,"St. Clair County, Missouri",9370,9263,107,0.4196,"St. Clair County, Missouri",0,53,53,0.0257
"G2901860","2015-2019","MO",,,"Missouri","29","Ste. Genevieve County","186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29186",,"Ste. Genevieve County, Missouri",17848,17681,167,0.4004,"Ste. Genevieve County, Missouri",0,113,113,0.0224
"G2901870","2015-2019","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29187",,"St. Francois County, Missouri",66643,65932,711,0.4185,"St. Francois County, Missouri",0,227,227,0.0160
"G2901890","2015-2019","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29189",,"St. Louis County, Missouri",996919,923406,73513,0.4919,"St. Louis County, Missouri",0,2244,2244,0.0045
"G2901950","2015-2019","MO",,,"Missouri","29","Saline County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29195",,"Saline County, Missouri",22976,21554,1422,0.4346,"Saline County, Missouri",0,157,157,0.0285
"G2901970","2015-2019","MO",,,"Missouri","29","Schuyler County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29197",,"Schuyler County, Missouri",4555,4516,39,0.4412,"Schuyler County, Missouri",0,28,28,0.0373
"G2901990","2015-2019","MO",,,"Missouri","29","Scotland County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29199",,"Scotland County, Missouri",4902,4886,16,0.5092,"Scotland County, Missouri",0,24,24,0.0617
"G2902010","2015-2019","MO",,,"Missouri","29","Scott County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29201",,"Scott County, Missouri",38633,38156,477,0.4863,"Scott County, Missouri",0,163,163,0.0320
"G2902030","2015-2019","MO",,,"Missouri","29","Shannon County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29203",,"Shannon County, Missouri",8217,8204,13,0.4183,"Shannon County, Missouri",0,17,17,0.0229
"G2902050","2015-2019","MO",,,"Missouri","29","Shelby County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29205",,"Shelby County, Missouri",6013,5961,52,0.4285,"Shelby County, Missouri",0,36,36,0.0273
"G2902070","2015-2019","MO",,,"Missouri","29","Stoddard County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29207",,"Stoddard County, Missouri",29377,29269,108,0.4369,"Stoddard County, Missouri",0,74,74,0.0224
"G2902090","2015-2019","MO",,,"Missouri","29","Stone County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29209",,"Stone County, Missouri",31615,31002,613,0.4624,"Stone County, Missouri",0,206,206,0.0285
"G2902110","2015-2019","MO",,,"Missouri","29","Sullivan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29211",,"Sullivan County, Missouri",6247,5695,552,0.4222,"Sullivan County, Missouri",0,116,116,0.0443
"G2902130","2015-2019","MO",,,"Missouri","29","Taney County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29213",,"Taney County, Missouri",55114,52871,2243,0.4168,"Taney County, Missouri",0,398,398,0.0161
"G2902150","2015-2019","MO",,,"Missouri","29","Texas County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29215",,"Texas County, Missouri",25604,25254,350,0.4769,"Texas County, Missouri",0,181,181,0.0360
"G2902170","2015-2019","MO",,,"Missouri","29","Vernon County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29217",,"Vernon County, Missouri",20595,20365,230,0.4479,"Vernon County, Missouri",0,87,87,0.0460
"G2902190","2015-2019","MO",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29219",,"Warren County, Missouri",34453,33931,522,0.4235,"Warren County, Missouri",0,124,124,0.0196
"G2902210","2015-2019","MO",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29221",,"Washington County, Missouri",24860,24787,73,0.4533,"Washington County, Missouri",0,54,54,0.0259
"G2902230","2015-2019","MO",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29223",,"Wayne County, Missouri",13195,13116,79,0.4511,"Wayne County, Missouri",0,36,36,0.0256
"G2902250","2015-2019","MO",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29225",,"Webster County, Missouri",38655,38288,367,0.4182,"Webster County, Missouri",0,104,104,0.0216
"G2902270","2015-2019","MO",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29227",,"Worth County, Missouri",2027,2003,24,0.4047,"Worth County, Missouri",0,18,18,0.0345
